freq_ghz,s11_db,s21_db,s22_db,s33_db,s43_db,s44_db,worst_return_db,worst_isolation_db,near_end_isolation_db,far_end_isolation_db,diagonal_isolation_db,s31_db,s41_db,s32_db,s42_db,s13_db,s14_db,s23_db,s24_db
0.7,-23.3606,-0.0817631,-23.3957,-20.1519,-0.196757,-20.0744,-20.0744,-73.1023,-73.5266,-73.1023,-77.4375,-73.5266,-77.4375,-78.4564,-73.1023,-73.5266,-77.4375,-78.4564,-73.1023
0.75,-23.1886,-0.0858842,-23.2231,-19.985,-0.20704,-19.885,-19.885,-72.5452,-72.998,-72.5452,-76.7808,-72.998,-76.7808,-77.842,-72.5452,-72.998,-76.7808,-77.842,-72.5452
0.8,-23.0029,-0.0900905,-23.0357,-19.8322,-0.217133,-19.7086,-19.7086,-72.0305,-72.5112,-72.0305,-76.1657,-72.5112,-76.1657,-77.2643,-72.0305,-72.5112,-76.1657,-77.2643,-72.0305
0.85,-22.8086,-0.0943635,-22.8387,-19.6959,-0.226996,-19.5498,-19.5498,-71.5537,-72.0618,-71.5537,-75.5886,-72.0618,-75.5886,-76.7188,-71.5537,-72.0618,-75.5886,-76.7188,-71.5537
0.9,-22.6093,-0.0986859,-22.6359,-19.5779,-0.236604,-19.4122,-19.4122,-71.111,-71.6463,-71.111,-75.0462,-71.6463,-75.0462,-76.2016,-71.111,-71.6463,-75.0462,-76.2016,-71.111
0.95,-22.4079,-0.103041,-22.4303,-19.4795,-0.245944,-19.2988,-19.2988,-70.6994,-71.262,-70.6994,-74.5357,-71.262,-74.5357,-75.7097,-70.6994,-71.262,-74.5357,-75.7097,-70.6994
1,-22.2064,-0.107413,-22.224,-19.4019,-0.255022,-19.212,-19.212,-70.3163,-70.907,-70.3163,-74.0547,-70.907,-74.0547,-75.2405,-70.3163,-70.907,-74.0547,-75.2405,-70.3163
1.05,-22.007,-0.111938,-22.0196,-19.3446,-0.263819,-19.1356,-19.1356,-69.9619,-70.5665,-69.9619,-73.5877,-70.5665,-73.5877,-74.7891,-69.9619,-70.5665,-73.5877,-74.7891,-69.9619
1.1,-21.8105,-0.116418,-21.8171,-19.3095,-0.27227,-19.0812,-19.0812,-69.6306,-70.2533,-69.6306,-73.1542,-70.2533,-73.1542,-74.3578,-69.6306,-70.2533,-73.1542,-74.3578,-69.6306
1.15,-21.6177,-0.120876,-21.6177,-19.2965,-0.280382,-19.0489,-19.0489,-69.3209,-69.9652,-69.3209,-72.7506,-69.9652,-72.7506,-73.9446,-69.3209,-69.9652,-72.7506,-73.9446,-69.3209
1.2,-21.4294,-0.125325,-21.4224,-19.3052,-0.288165,-19.0388,-19.0388,-69.0316,-69.7003,-69.0316,-72.3734,-69.7003,-72.3734,-73.5479,-69.0316,-69.7003,-72.3734,-73.5479,-69.0316
1.25,-21.2461,-0.129777,-21.2317,-19.3358,-0.29563,-19.0509,-19.0509,-68.7615,-69.4565,-68.7615,-72.0196,-69.4565,-72.0196,-73.1659,-68.7615,-69.4565,-72.0196,-73.1659,-68.7615
1.3,-21.0681,-0.134235,-21.0462,-19.3884,-0.302794,-19.0853,-19.0853,-68.51,-69.2316,-68.51,-71.6865,-69.2316,-71.6865,-72.797,-68.51,-69.2316,-71.6865,-72.797,-68.51
1.35,-20.8957,-0.138703,-20.866,-19.4634,-0.309673,-19.1422,-19.1422,-68.2763,-69.0238,-68.2763,-71.3715,-69.0238,-71.3715,-72.4397,-68.2763,-69.0238,-71.3715,-72.4397,-68.2763
1.4,-20.7289,-0.143181,-20.6915,-19.561,-0.316287,-19.2218,-19.2218,-68.0603,-68.831,-68.0603,-71.0719,-68.831,-71.0719,-72.0923,-68.0603,-68.831,-71.0719,-72.0923,-68.0603
1.45,-20.5679,-0.147667,-20.5226,-19.6816,-0.32266,-19.3243,-19.3243,-67.8619,-68.6512,-67.8619,-70.7852,-68.6512,-70.7852,-71.7533,-67.8619,-68.6512,-70.7852,-71.7533,-67.8619
1.5,-20.4126,-0.152161,-20.3595,-19.8256,-0.328815,-19.45,-19.45,-67.6814,-68.4822,-67.6814,-70.5087,-68.4822,-70.5087,-71.4213,-67.6814,-68.4822,-70.5087,-71.4213,-67.6814
1.55,-20.263,-0.156659,-20.2021,-19.9931,-0.334781,-19.5994,-19.5994,-67.5193,-68.3219,-67.5193,-70.2396,-68.3219,-70.2396,-71.0948,-67.5193,-68.3219,-70.2396,-71.0948,-67.5193
1.6,-20.1189,-0.161157,-20.0503,-20.1843,-0.340585,-19.7729,-19.7729,-67.3767,-68.1682,-67.3767,-69.9748,-68.1682,-69.9748,-70.7722,-67.3767,-68.1682,-69.9748,-70.7722,-67.3767
1.65,-19.9804,-0.165653,-19.9039,-20.3992,-0.346257,-19.9709,-19.9039,-67.2554,-68.0185,-67.2554,-69.7116,-68.0185,-69.7116,-70.452,-67.2554,-68.0185,-69.7116,-70.452,-67.2554
1.7,-19.8472,-0.170142,-19.7629,-20.6378,-0.35183,-20.1941,-19.7629,-67.1579,-67.8705,-67.1579,-69.4489,-67.8705,-69.4489,-70.1326,-67.1579,-67.8705,-69.4489,-70.1326,-67.1579
1.75,-19.7192,-0.174622,-19.6272,-20.8995,-0.357334,-20.4429,-19.6272,-67.0878,-67.7213,-67.0878,-69.1933,-67.7213,-69.1933,-69.8124,-67.0878,-67.7213,-69.1933,-69.8124,-67.0878
1.8,-19.5962,-0.179088,-19.4965,-21.1839,-0.362802,-20.7178,-19.4965,-67.0503,-67.5679,-67.0503,-68.9803,-67.5679,-68.9803,-69.4895,-67.0503,-67.5679,-68.9803,-69.4895,-67.0503
1.85,-19.4781,-0.183537,-19.3707,-21.4899,-0.368267,-21.0194,-19.3707,-67.0529,-67.4068,-67.0529,-68.9448,-67.4068,-68.9448,-69.162,-67.0529,-67.4068,-68.9448,-69.162,-67.0529
1.9,-19.3647,-0.187966,-19.2496,-21.8162,-0.37376,-21.3478,-19.2496,-67.1062,-67.2336,-67.1062,-68.8278,-67.2336,-69.4409,-68.8278,-67.1062,-67.2336,-69.4409,-68.8278,-67.1062
1.95,-19.2558,-0.192373,-19.1331,-22.161,-0.379315,-21.7032,-19.1331,-67.0431,-67.0431,-67.2241,-68.4842,-67.0431,-70.5691,-68.4842,-67.2241,-67.0431,-70.5691,-68.4842,-67.2241
2,-19.1512,-0.196755,-19.0211,-22.5215,-0.384962,-22.0853,-19.0211,-66.8286,-66.8286,-67.4194,-68.1283,-66.8286,-71.1944,-68.1283,-67.4194,-66.8286,-71.1944,-68.1283,-67.4194
2.05,-19.0508,-0.201111,-18.9133,-22.8943,-0.39073,-22.4932,-18.9133,-66.5812,-66.5812,-67.6799,-67.7561,-66.5812,-71.0335,-67.7561,-67.6799,-66.5812,-71.0335,-67.7561,-67.6799
2.1,-18.9543,-0.20544,-18.8097,-23.2747,-0.396649,-22.9253,-18.8097,-66.2886,-66.2886,-67.8759,-67.3622,-66.2886,-70.6751,-67.3622,-67.8759,-66.2886,-70.6751,-67.3622,-67.8759
2.15,-18.8616,-0.209741,-18.7102,-23.6563,-0.402744,-23.3787,-18.7102,-65.9327,-65.9327,-67.6148,-66.9392,-65.9327,-70.3484,-66.9392,-67.6148,-65.9327,-70.3484,-66.9392,-67.6148
2.2,-18.7723,-0.214016,-18.6147,-24.0313,-0.409041,-23.8487,-18.6147,-65.4856,-65.4856,-66.6881,-66.475,-65.4856,-70.0817,-66.475,-66.6881,-65.4856,-70.0817,-66.475,-66.6881
2.25,-18.6862,-0.218266,-18.5232,-24.3894,-0.415561,-24.3282,-18.5232,-64.9019,-64.9019,-65.8021,-65.9491,-64.9019,-69.8628,-65.9491,-65.8021,-64.9019,-69.8628,-65.9491,-65.8021
2.3,-18.6031,-0.222495,-18.4357,-24.7184,-0.422323,-24.8071,-18.4357,-64.1001,-64.1001,-65.439,-65.3227,-64.1001,-69.6754,-65.3227,-65.439,-64.1001,-69.6754,-65.3227,-65.439
2.35,-18.5224,-0.226712,-18.3522,-25.004,-0.429345,-25.2714,-18.3522,-62.9183,-62.9183,-65.4748,-64.5119,-62.9183,-69.5029,-64.5119,-65.4748,-62.9183,-69.5029,-64.5119,-65.4748
2.4,-18.4436,-0.230925,-18.273,-25.2312,-0.436639,-25.7026,-18.273,-60.9804,-60.9804,-65.7524,-63.308,-60.9804,-69.3267,-63.308,-65.7524,-60.9804,-69.3267,-63.308,-65.7524
2.45,-18.3654,-0.235154,-18.1982,-25.3855,-0.444215,-26.0787,-18.1982,-57.1599,-57.1599,-66.2264,-61.1,-57.1599,-69.1214,-61.1,-66.2264,-57.1599,-69.1214,-61.1,-66.2264
2.5,-18.2859,-0.239423,-18.1287,-25.4548,-0.452079,-26.3751,-18.1287,-48.3985,-48.3985,-66.938,-56.4202,-48.3985,-68.8475,-56.4202,-66.938,-48.3985,-68.8475,-56.4202,-66.938
2.55,-18.2051,-0.243764,-18.0653,-25.4323,-0.460234,-26.5684,-18.0653,-57.7602,-59.2514,-68.0198,-57.7602,-59.2514,-68.4404,-57.7602,-68.0198,-59.2514,-68.4404,-57.7602,-68.0198
2.6,-18.2951,-0.248144,-18.0098,-25.3171,-0.468679,-26.6413,-18.0098,-61.661,-65.6675,-69.7826,-61.661,-65.6675,-67.7954,-61.661,-69.7826,-65.6675,-67.7954,-61.661,-69.7826
2.65,-18.2314,-0.251801,-17.9641,-25.1153,-0.477408,-26.5865,-17.9641,-62.6038,-68.0156,-73.0513,-62.6038,-68.0156,-66.7529,-62.6038,-73.0513,-68.0156,-66.7529,-62.6038,-73.0513
2.7,-18.1267,-0.250489,-17.9254,-24.8385,-0.486414,-26.409,-17.9254,-62.5883,-68.3692,-79.5354,-62.5883,-68.3692,-65.0953,-62.5883,-79.5354,-68.3692,-65.0953,-62.5883,-79.5354
2.75,-18.0517,-0.250451,-17.8717,-24.5016,-0.495683,-26.1242,-17.8717,-62.2651,-67.9833,-72.5109,-62.2651,-67.9833,-62.5556,-62.2651,-72.5109,-67.9833,-62.5556,-62.2651,-72.5109
2.8,-17.9874,-0.25559,-17.7833,-24.121,-0.505201,-25.7546,-17.7833,-58.7664,-67.3471,-64.4166,-58.7664,-67.3471,-58.7664,-61.829,-64.4166,-67.3471,-58.7664,-61.829,-64.4166
2.85,-17.9284,-0.26051,-17.6917,-23.7125,-0.51495,-25.3241,-17.6917,-52.932,-66.6072,-59.3445,-52.932,-66.6072,-52.932,-61.3514,-59.3445,-66.6072,-52.932,-61.3514,-59.3445
2.9,-17.8729,-0.264925,-17.6177,-23.2899,-0.52491,-24.8553,-17.6177,-44.8125,-65.7991,-56.7249,-44.8125,-65.7991,-44.8125,-60.8672,-56.7249,-65.7991,-44.8125,-60.8672,-56.7249
2.95,-17.82,-0.269036,-17.5575,-22.8646,-0.535062,-24.3666,-17.5575,-49.4628,-64.9258,-55.9704,-49.4628,-64.9258,-49.4628,-60.3996,-55.9704,-64.9258,-49.4628,-60.3996,-55.9704
3,-17.7692,-0.272965,-17.5055,-22.4455,-0.545391,-23.8725,-17.5055,-53.8275,-63.9806,-56.0411,-53.8275,-63.9806,-53.8275,-59.9674,-56.0411,-63.9806,-53.8275,-59.9674,-56.0411
3.05,-17.7202,-0.276776,-17.4588,-22.0388,-0.555883,-23.3832,-17.4588,-56.1747,-62.9554,-56.3208,-56.1747,-62.9554,-56.1747,-59.5875,-56.3208,-62.9554,-56.1747,-59.5875,-56.3208
3.1,-17.6728,-0.280505,-17.4157,-21.6485,-0.566539,-22.9059,-17.4157,-56.5985,-61.8437,-56.5985,-57.5678,-61.8437,-57.5678,-59.2735,-56.5985,-61.8437,-57.5678,-59.2735,-56.5985
3.15,-17.6267,-0.284178,-17.3755,-21.2771,-0.577369,-22.4452,-17.3755,-56.8206,-60.6427,-56.8206,-58.4316,-60.6427,-58.4316,-59.0343,-56.8206,-60.6427,-58.4316,-59.0343,-56.8206
3.2,-17.5819,-0.287808,-17.3377,-20.925,-0.588406,-22.004,-17.3377,-56.9802,-59.3566,-56.9802,-58.8717,-59.3566,-58.9618,-58.8717,-56.9802,-59.3566,-58.9618,-58.8717,-56.9802
3.25,-17.5383,-0.291409,-17.3018,-20.5915,-0.599698,-21.5838,-17.3018,-57.0822,-58.0012,-57.0822,-58.7802,-58.0012,-59.2591,-58.7802,-57.0822,-58.0012,-59.2591,-58.7802,-57.0822
3.3,-17.4958,-0.294993,-17.2676,-20.2753,-0.611306,-21.1852,-17.2676,-56.6123,-56.6123,-57.1326,-58.7465,-56.6123,-59.3778,-58.7465,-57.1326,-56.6123,-59.3778,-58.7465,-57.1326
3.35,-17.4546,-0.298569,-17.2349,-19.9742,-0.623282,-20.8082,-17.2349,-55.2551,-55.2551,-57.1362,-58.7515,-55.2551,-59.3466,-58.7515,-57.1362,-55.2551,-59.3466,-58.7515,-57.1362
3.4,-17.4146,-0.302151,-17.2033,-19.686,-0.635648,-20.4525,-17.2033,-54.0269,-54.0269,-57.0952,-58.7717,-54.0269,-59.1773,-58.7717,-57.0952,-54.0269,-59.1773,-58.7717,-57.0952
3.45,-17.376,-0.305759,-17.1728,-19.4088,-0.648363,-20.1173,-17.1728,-53.0333,-53.0333,-57.0095,-58.7803,-53.0333,-58.8689,-58.7803,-57.0095,-53.0333,-58.8689,-58.7803,-57.0095
3.5,-17.3395,-0.30942,-17.1432,-19.1414,-0.661317,-19.8017,-17.1432,-52.3269,-52.3269,-56.8764,-58.4089,-52.3269,-58.4089,-58.7475,-56.8764,-52.3269,-58.4089,-58.7475,-56.8764
3.55,-17.3057,-0.313191,-17.1143,-18.8833,-0.674347,-19.5048,-17.1143,-51.8453,-51.8453,-56.6906,-57.7722,-51.8453,-57.7722,-58.6379,-56.6906,-51.8453,-57.7722,-58.6379,-56.6906
3.6,-17.2765,-0.317187,-17.0859,-18.6353,-0.687269,-19.2252,-17.0859,-51.4018,-51.4018,-56.4461,-56.9209,-51.4018,-56.9209,-58.4068,-56.4461,-51.4018,-56.9209,-58.4068,-56.4461
3.65,-17.2559,-0.32169,-17.0573,-18.399,-0.699909,-18.9618,-17.0573,-50.7073,-50.7073,-56.1417,-55.8083,-50.7073,-55.8083,-57.9912,-56.1417,-50.7073,-55.8083,-57.9912,-56.1417
3.7,-17.2522,-0.327488,-17.0265,-18.1766,-0.71212,-18.7151,-17.0265,-49.3976,-49.3976,-55.8053,-54.4187,-49.3976,-54.4187,-57.2963,-55.8053,-49.3976,-54.4187,-57.2963,-55.8053
3.75,-17.2666,-0.336951,-16.9867,-17.9705,-0.723765,-18.4917,-16.9867,-47.8423,-47.8423,-55.5802,-52.9593,-47.8423,-52.9593,-56.1754,-55.5802,-47.8423,-52.9593,-56.1754,-55.5802
3.8,-17.1729,-0.35297,-16.9192,-17.7825,-0.734687,-18.3128,-16.9192,-50.1898,-50.1898,-55.9399,-52.4019,-50.1898,-52.4019,-54.4629,-55.9399,-50.1898,-52.4019,-54.4629,-55.9399
3.85,-17.019,-0.356539,-16.8067,-17.6139,-0.744656,-18.1831,-16.8067,-52.6752,-54.4735,-57.6372,-52.6752,-54.4735,-54.036,-52.6752,-57.6372,-54.4735,-54.036,-52.6752,-57.6372
3.9,-16.9508,-0.35002,-16.7069,-17.465,-0.753331,-18.0539,-16.7069,-54.3457,-56.8587,-60.2096,-54.3457,-56.8587,-57.1011,-54.3457,-60.2096,-56.8587,-57.1011,-54.3457,-60.2096
3.95,-16.9077,-0.348376,-16.6661,-17.3354,-0.760346,-17.9106,-16.6661,-57.8717,-57.8717,-61.7584,-59.2373,-57.8717,-60.308,-59.2373,-61.7584,-57.8717,-60.308,-59.2373,-61.7584
4,-16.8697,-0.349605,-16.6471,-17.2238,-0.765749,-17.766,-16.6471,-58.2675,-58.2675,-61.8842,-63.2442,-58.2675,-63.2442,-63.6034,-61.8842,-58.2675,-63.2442,-63.6034,-61.8842
4.05,-16.8327,-0.352074,-16.6277,-17.1286,-0.770638,-17.6126,-16.6277,-58.3907,-58.3907,-61.4351,-65.8356,-58.3907,-65.8356,-66.586,-61.4351,-58.3907,-65.8356,-66.586,-61.4351
4.1,-16.796,-0.355158,-16.6037,-17.0479,-0.776643,-17.4543,-16.6037,-58.3703,-58.3703,-60.879,-68.0052,-58.3703,-68.0052,-68.1003,-60.879,-58.3703,-68.0052,-68.1003,-60.879
4.15,-16.7594,-0.358618,-16.5758,-16.9798,-0.784304,-17.4224,-16.5758,-58.2513,-58.2513,-60.3201,-68.4491,-58.2513,-69.5552,-68.4491,-60.3201,-58.2513,-69.5552,-68.4491,-60.3201
4.2,-16.7234,-0.362367,-16.545,-16.9228,-0.792959,-17.346,-16.545,-58.0446,-58.0446,-59.7406,-68.0659,-58.0446,-70.1792,-68.0659,-59.7406,-58.0446,-70.1792,-68.0659,-59.7406
4.25,-16.6878,-0.366402,-16.5122,-16.8755,-0.801822,-17.2762,-16.5122,-57.7439,-57.7439,-59.0772,-67.2275,-57.7439,-69.6812,-67.2275,-59.0772,-57.7439,-69.6812,-67.2275,-59.0772
4.3,-16.6528,-0.370779,-16.4781,-16.8368,-0.810458,-17.2187,-16.4781,-57.3293,-57.3293,-58.2254,-66.0403,-57.3293,-68.1756,-66.0403,-58.2254,-57.3293,-68.1756,-66.0403,-58.2254
4.35,-16.6175,-0.375628,-16.4432,-16.8058,-0.818713,-17.1742,-16.4432,-56.764,-56.764,-57.0136,-64.5222,-56.764,-65.9217,-64.5222,-57.0136,-56.764,-65.9217,-64.5222,-57.0136
4.4,-16.5792,-0.381166,-16.4079,-16.7822,-0.826565,-17.1427,-16.4079,-55.1684,-55.983,-55.1684,-62.6676,-55.983,-63.0629,-62.6676,-55.1684,-55.983,-63.0629,-62.6676,-55.1684
4.45,-16.5324,-0.387641,-16.3726,-16.7656,-0.834045,-17.1243,-16.3726,-52.3728,-54.8655,-52.3728,-59.5405,-54.8655,-59.5405,-60.5036,-52.3728,-54.8655,-59.5405,-60.5036,-52.3728
4.5,-16.472,-0.394897,-16.3372,-16.756,-0.841198,-17.1189,-16.3372,-49.2859,-53.1615,-49.2859,-55.078,-53.1615,-55.078,-58.1984,-49.2859,-53.1615,-55.078,-58.1984,-49.2859
4.55,-16.4035,-0.401233,-16.2994,-16.7535,-0.848073,-17.1262,-16.2994,-49.6269,-50.2631,-49.7152,-49.6269,-50.2631,-49.6269,-56.284,-49.7152,-50.2631,-49.6269,-56.284,-49.7152
4.6,-16.3395,-0.404035,-16.2474,-16.7582,-0.854715,-17.1461,-16.2474,-44.5608,-44.5608,-52.4297,-48.1899,-44.5608,-48.1899,-55.5952,-52.4297,-44.5608,-48.1899,-55.5952,-52.4297
4.65,-16.2851,-0.404134,-16.1433,-16.7703,-0.861163,-17.1786,-16.1433,-46.4057,-46.4057,-54.4978,-51.7962,-46.4057,-51.7962,-56.2215,-54.4978,-46.4057,-51.7962,-56.2215,-54.4978
4.7,-16.2383,-0.404342,-16.0416,-16.79,-0.867457,-17.2234,-16.0416,-54.6256,-55.2558,-55.8207,-54.6256,-55.2558,-54.6256,-57.3904,-55.8207,-55.2558,-54.6256,-57.3904,-55.8207
4.75,-16.1958,-0.405645,-16.02,-16.8172,-0.873631,-17.2804,-16.02,-56.5167,-60.9972,-56.6713,-56.5167,-60.9972,-56.5167,-58.5562,-56.6713,-60.9972,-56.5167,-58.5562,-56.6713
4.8,-16.1556,-0.407864,-16.0056,-16.8519,-0.879717,-17.3492,-16.0056,-57.2377,-64.5159,-57.2377,-57.8299,-64.5159,-57.8299,-59.5543,-57.2377,-64.5159,-57.8299,-59.5543,-57.2377
4.85,-16.1167,-0.410674,-15.9837,-16.8936,-0.885747,-17.4296,-15.9837,-57.6302,-65.8645,-57.6302,-58.778,-65.8645,-58.778,-60.372,-57.6302,-65.8645,-58.778,-60.372,-57.6302
4.9,-16.0788,-0.413847,-15.9567,-16.9419,-0.89175,-17.5213,-15.9567,-57.9136,-65.8221,-57.9136,-59.482,-65.8221,-59.482,-61.0354,-57.9136,-65.8221,-59.482,-61.0354,-57.9136
4.95,-16.0416,-0.417244,-15.9273,-16.9959,-0.897756,-17.6236,-15.9273,-58.1266,-65.2841,-58.1266,-60.0147,-65.2841,-60.0147,-61.5741,-58.1266,-65.2841,-60.0147,-61.5741,-58.1266
5,-16.0051,-0.420783,-15.8966,-17.0545,-0.903793,-17.736,-15.8966,-58.2932,-64.6592,-58.2932,-60.4225,-64.6592,-60.4225,-62.0133,-58.2932,-64.6592,-60.4225,-62.0133,-58.2932
5.05,-15.9694,-0.424414,-15.8656,-17.1163,-0.909889,-17.8578,-15.8656,-58.4289,-64.068,-58.4289,-60.7366,-64.068,-60.7366,-62.373,-58.4289,-64.068,-60.7366,-62.373,-58.4289
5.1,-15.9345,-0.428104,-15.8348,-17.1797,-0.916072,-17.9881,-15.8348,-58.5439,-63.5337,-58.5439,-60.9785,-63.5337,-60.9785,-62.6687,-58.5439,-63.5337,-60.9785,-62.6687,-58.5439
5.15,-15.9005,-0.431832,-15.8044,-17.2429,-0.922371,-18.1256,-15.8044,-58.6451,-63.0529,-58.6451,-61.1634,-63.0529,-61.1634,-62.9122,-58.6451,-63.0529,-61.1634,-62.9122,-58.6451
5.2,-15.8676,-0.435581,-15.7749,-17.3038,-0.928811,-18.2692,-15.7749,-58.7375,-62.6167,-58.7375,-61.3028,-62.6167,-61.3028,-63.1127,-58.7375,-62.6167,-61.3028,-63.1127,-58.7375
5.25,-15.8357,-0.439342,-15.7462,-17.3604,-0.935421,-18.4171,-15.7462,-58.8246,-62.2164,-58.8246,-61.4051,-62.2164,-61.4051,-63.2776,-58.8246,-62.2164,-61.4051,-63.2776,-58.8246
5.3,-15.805,-0.443104,-15.7186,-17.4106,-0.942224,-18.5675,-15.7186,-58.909,-61.8446,-58.909,-61.4765,-61.8446,-61.4765,-63.4127,-58.909,-61.8446,-61.4765,-63.4127,-58.909
5.35,-15.7755,-0.446861,-15.6923,-17.4523,-0.949246,-18.7182,-15.6923,-58.9927,-61.496,-58.9927,-61.5221,-61.496,-61.5221,-63.5226,-58.9927,-61.496,-61.5221,-63.5226,-58.9927
5.4,-15.7475,-0.450606,-15.6673,-17.4836,-0.95651,-18.8666,-15.6673,-59.0774,-61.1663,-59.0774,-61.5456,-61.1663,-61.5456,-63.6113,-59.0774,-61.1663,-61.5456,-63.6113,-59.0774
5.45,-15.7209,-0.454335,-15.6438,-17.5028,-0.964034,-19.01,-15.6438,-59.1641,-60.8526,-59.1641,-61.5498,-60.8526,-61.5498,-63.6822,-59.1641,-60.8526,-61.5498,-63.6822,-59.1641
5.5,-15.6958,-0.458042,-15.6218,-17.5086,-0.971838,-19.1451,-15.6218,-59.2541,-60.5527,-59.2541,-61.5371,-60.5527,-61.5371,-63.7379,-59.2541,-60.5527,-61.5371,-63.7379,-59.2541
5.55,-15.6724,-0.461723,-15.6015,-17.4999,-0.979938,-19.2687,-15.6015,-59.348,-60.2652,-59.348,-61.5088,-60.2652,-61.5088,-63.7812,-59.348,-60.2652,-61.5088,-63.7812,-59.348
5.6,-15.6506,-0.465373,-15.583,-17.476,-0.988344,-19.3774,-15.583,-59.4467,-59.9891,-59.4467,-61.466,-59.9891,-61.466,-63.8144,-59.4467,-59.9891,-61.466,-63.8144,-59.4467
5.65,-15.6307,-0.468989,-15.5663,-17.4365,-0.997067,-19.4676,-15.5663,-59.5508,-59.7239,-59.5508,-61.4087,-59.7239,-61.4087,-63.8395,-59.5508,-59.7239,-61.4087,-63.8395,-59.5508
5.7,-15.6127,-0.472568,-15.5516,-17.3814,-1.00611,-19.5362,-15.5516,-59.4695,-59.4695,-59.6608,-61.336,-59.4695,-61.336,-63.8587,-59.6608,-59.4695,-61.336,-63.8587,-59.6608
5.75,-15.5967,-0.476104,-15.5389,-17.3112,-1.01548,-19.5801,-15.5389,-59.2257,-59.2257,-59.7774,-61.2454,-59.2257,-61.2454,-63.8741,-59.7774,-59.2257,-61.2454,-63.8741,-59.7774
5.8,-15.5828,-0.479596,-15.5284,-17.2265,-1.02517,-19.5973,-15.5284,-58.9929,-58.9929,-59.901,-61.1316,-58.9929,-61.1316,-63.8875,-59.901,-58.9929,-61.1316,-63.8875,-59.901
5.85,-15.5709,-0.483039,-15.5201,-17.1283,-1.03517,-19.586,-15.5201,-58.7713,-58.7713,-60.032,-60.9841,-58.7713,-60.9841,-63.9008,-60.032,-58.7713,-60.9841,-63.9008,-60.032
